college,department,name,role,profile,namelast,namefirst,identifier1,identifier2
College of Medicine and Health,Medicine and Health,Dr Yu-Tzu Wu,Research Fellow,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Yu-Tzu_Wu,Wu,Yu-Tzu,"Wu, Y","Wu, Yu-Tzu"
College of Medicine and Health,Medicine and Health,Professor Katrina Wyatt,Professor of Relational Health,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Katrina_Wyatt,Wyatt,Katrina,"Wyatt, K","Wyatt, Katrina"
College of Medicine and Health,Medicine and Health,Dr Rebecca Wyatt,Research Associate,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Rebecca_Wyatt,Wyatt,Rebecca,"Wyatt, R","Wyatt, Rebecca"
College of Medicine and Health,Medicine and Health,Dr Hanieh Yaghootkar,Diabetes UK RD Lawrence fellow,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Hanieh_Yaghootkar,Yaghootkar,Hanieh,"Yaghootkar, H","Yaghootkar, Hanieh"
College of Medicine and Health,Medicine and Health,Yu Hsuan Carol Yang,Lecturer (E&R),https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Carol_Yang,Yang,Yu,"Yang, Y","Yang, Yu"
College of Medicine and Health,Medicine and Health,Dr Katie Young,Postdoctoral Research Associate,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Katie_Young,Young,Katie,"Young, K","Young, Katie"
College of Medicine and Health,Medicine and Health,Starr Young,Research Project Manager: EXCEED,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Starr_Young,Young,Starr,"Young, S","Young, Starr"
College of Medicine and Health,Medicine and Health,Professor Reza Zamani,Associate Professor of Medical and Neuroscience (Honorary),https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Reza_Zamani,Zamani,Reza,"Zamani, R","Zamani, Reza"
College of Medicine and Health,Medicine and Health,Professor Adam Zeman,Professor of Cognitive and Behavioural Neurology,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Adam_Zeman,Zeman,Adam,"Zeman, A","Zeman, Adam"
College of Medicine and Health,Medicine and Health,Dr Jinwei Zhang,Senior Lecturer in Medicine,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Jinwei_Zhang,Zhang,Jinwei,"Zhang, J","Zhang, Jinwei"
College of Medicine and Health,Medicine and Health,Dr Zhivko Zhelev,Research Fellow,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Zhivko_Zhelev,Zhelev,Zhivko,"Zhelev, Z","Zhelev, Zhivko"
College of Medicine and Health,Medicine and Health,Dr Jan Zirk-Sadowski,Research Fellow,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Jan_Zirk-Sadowski,Zirk-Sadowski,Jan,"Zirk-Sadowski, J","Zirk-Sadowski, Jan"
College of Medicine and Health,Medicine and Health,Mohammed Abu Alghayth,PhD Student,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Mohammed_Abu_Alghayth,Alghayth,Mohammed,"Alghayth, M","Alghayth, Mohammed"
College of Medicine and Health,Medicine and Health,Catherine Alexander,PhD Student,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Catherine_Alexander,Alexander,Catherine,"Alexander, C","Alexander, Catherine"
College of Medicine and Health,Medicine and Health,Aymen Alzehr,PhD Student,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Aymen_Alzehr,Alzehr,Aymen,"Alzehr, A","Alzehr, Aymen"
College of Medicine and Health,Medicine and Health,Mohammed Asiri,PhD Student,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Mohammed_Asiri3,Asiri,Mohammed,"Asiri, M","Asiri, Mohammed"
College of Medicine and Health,Medicine and Health,Melissa Barlow,PhD Student,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Melissa_Sampson,Barlow,Melissa,"Barlow, M","Barlow, Melissa"
College of Medicine and Health,Medicine and Health,Olga Borejko,PhD Student,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Olga_Borejko,Borejko,Olga,"Borejko, O","Borejko, Olga"
College of Medicine and Health,Medicine and Health,Dr Charlotte Bramwell,,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=charlotte_bramwell,Bramwell,Charlotte,"Bramwell, C","Bramwell, Charlotte"
College of Medicine and Health,Medicine and Health,Laura Bulson,PhD student,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=L_Bulson,Bulson,Laura,"Bulson, L","Bulson, Laura"
College of Medicine and Health,Medicine and Health,Alex Burns,PhD Student,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Alex_Burns,Burns,Alex,"Burns, A","Burns, Alex"
College of Medicine and Health,Medicine and Health,Dr Joanne Butterworth,Postgraduate Research Student,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Joanne_Butterworth,Butterworth,Joanne,"Butterworth, J","Butterworth, Joanne"
College of Medicine and Health,Medicine and Health,Alice Carr,,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Alice_Carr,Carr,Alice,"Carr, A","Carr, Alice"
College of Medicine and Health,Medicine and Health,Jessica Chaffey,PhD student,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Jessica_Chaffey,Chaffey,Jessica,"Chaffey, J","Chaffey, Jessica"
College of Medicine and Health,Medicine and Health,Neil Chanchlani,,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Neil_Chanchlani,Chanchlani,Neil,"Chanchlani, N","Chanchlani, Neil"
College of Medicine and Health,Medicine and Health,Jean Claude Njabou Katte,PhD Student,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Jean-Claude,Katte,Jean,"Katte, J","Katte, Jean"
College of Medicine and Health,Medicine and Health,Alexander Cowley,PhD student,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Alexander_Cowley,Cowley,Alexander,"Cowley, A","Cowley, Alexander"
College of Medicine and Health,Medicine and Health,Sophie Davison,Postgraduate Research Student,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Sophie_Davison,Davison,Sophie,"Davison, S","Davison, Sophie"
College of Medicine and Health,Medicine and Health,Amy Dawes,PhD Student,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Amy_Dawes,Dawes,Amy,"Dawes, A","Dawes, Amy"
College of Medicine and Health,Medicine and Health,Caitlin Decina,PhD Student,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Caitlin_Decina,Decina,Caitlin,"Decina, C","Decina, Caitlin"
College of Medicine and Health,Medicine and Health,Dr Anna Duckworth,PhD Student,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Anna_Duckworth,Duckworth,Anna,"Duckworth, A","Duckworth, Anna"
College of Medicine and Health,Medicine and Health,Andrew Forbes Brown,PhD Student,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Andrew_Forbes_Brown,Brown,Andrew,"Brown, A","Brown, Andrew"
College of Medicine and Health,Medicine and Health,Mary Fredlund,PhD Student,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=May_Fredlund,Fredlund,Mary,"Fredlund, M","Fredlund, Mary"
College of Medicine and Health,Medicine and Health,Dr Diana Frimpong,PhD Student,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Diana_Frimpong,Frimpong,Diana,"Frimpong, D","Frimpong, Diana"
College of Medicine and Health,Medicine and Health,María García,PhD student,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Maria_Garcia,García,María,"García, M","García, María"
College of Medicine and Health,Medicine and Health,Nikki Garner,PhD Student,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Nikki_Murray,Garner,Nikki,"Garner, N","Garner, Nikki"
College of Medicine and Health,Medicine and Health,Sian Grace,PhD Student,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Sian_Grace,Grace,Sian,"Grace, S","Grace, Sian"
College of Medicine and Health,Medicine and Health,Laura Guedemann,PhD Student,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Laura_Guedemann,Guedemann,Laura,"Guedemann, L","Guedemann, Laura"
College of Medicine and Health,Medicine and Health,Kayleigh Hansford,PhD student,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Kayleigh_Hansford,Hansford,Kayleigh,"Hansford, K","Hansford, Kayleigh"
College of Medicine and Health,Medicine and Health,Charli Harlow,Postgraduate Research Student,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Charli_Stoneman,Harlow,Charli,"Harlow, C","Harlow, Charli"
College of Medicine and Health,Medicine and Health,Josh Harvey,PhD Student,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Josh_Harvey,Harvey,Josh,"Harvey, J","Harvey, Josh"
College of Medicine and Health,Medicine and Health,Maneka Haulder,PhD Student,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Maneka_Haulder,Haulder,Maneka,"Haulder, M","Haulder, Maneka"
College of Medicine and Health,Medicine and Health,Sophie Hawkins,PhD Student,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Sophie_Hawkins,Hawkins,Sophie,"Hawkins, S","Hawkins, Sophie"
College of Medicine and Health,Medicine and Health,April Hayes,PhD student,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=april_hayes,Hayes,April,"Hayes, A","Hayes, April"
College of Medicine and Health,Medicine and Health,Thomas Hewat,PhD Student,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Thomas_Hewat,Hewat,Thomas,"Hewat, T","Hewat, Thomas"
College of Medicine and Health,Medicine and Health,Laura Hollands,PhD Student,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Laura_Hollands,Hollands,Laura,"Hollands, L","Hollands, Laura"
College of Medicine and Health,Medicine and Health,Jasmin Hopkins,PhD Student,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Jasmin_Hopkins,Hopkins,Jasmin,"Hopkins, J","Hopkins, Jasmin"
College of Medicine and Health,Medicine and Health,Louis Jolly,PhD student,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Louis_Jolly,Jolly,Louis,"Jolly, L","Jolly, Louis"
College of Medicine and Health,Medicine and Health,Garan Jones,PhD Student,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Garan_Jones,Jones,Garan,"Jones, G","Jones, Garan"
College of Medicine and Health,Medicine and Health,Jack Jordan,PhD Student,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Jack_Jordan,Jordan,Jack,"Jordan, J","Jordan, Jack"
College of Medicine and Health,Medicine and Health,Dr Shilpa Joshi,Part time PhD student,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Shilpa_Joshi,Joshi,Shilpa,"Joshi, S","Joshi, Shilpa"
College of Medicine and Health,Medicine and Health,Viktorija Kesaite,PhD Student,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Viktorija_Kesaite,Kesaite,Viktorija,"Kesaite, V","Kesaite, Viktorija"
College of Medicine and Health,Medicine and Health,Anthony Klokkaris,PhD Student,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Anthony_Klokkaris,Klokkaris,Anthony,"Klokkaris, A","Klokkaris, Anthony"
College of Medicine and Health,Medicine and Health,Anastasiia Kovalenko,PhD Candidate,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Anastasiia_Kovalenko,Kovalenko,Anastasiia,"Kovalenko, A","Kovalenko, Anastasiia"
College of Medicine and Health,Medicine and Health,Sam Lawday,MbyRes student,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Sam_Lawday,Lawday,Sam,"Lawday, S","Lawday, Sam"
College of Medicine and Health,Medicine and Health,Luke Lear,PhD Student,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Luke_Lear,Lear,Luke,"Lear, L","Lear, Luke"
College of Medicine and Health,Medicine and Health,Christiana Lekka,PhD Student,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Christiana_Lekka,Lekka,Christiana,"Lekka, C","Lekka, Christiana"
College of Medicine and Health,Medicine and Health,Joe Leslie,,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Joe_Leslie,Leslie,Joe,"Leslie, J","Leslie, Joe"
College of Medicine and Health,Medicine and Health,Serene Siying Lin,Postgraduate Research Student,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Siying_Lin,Lin,Serene,"Lin, S","Lin, Serene"
College of Medicine and Health,Medicine and Health,Thomas Lister,PhD Student,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Thomas_Lister,Lister,Thomas,"Lister, T","Lister, Thomas"
College of Medicine and Health,Medicine and Health,Abigail Lloyd,PhD Student,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Abigail_Lloyd,Lloyd,Abigail,"Lloyd, A","Lloyd, Abigail"
College of Medicine and Health,Medicine and Health,Nicholas Luscombe,,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Nicholas_Luscombe,Luscombe,Nicholas,"Luscombe, N","Luscombe, Nicholas"
College of Medicine and Health,Medicine and Health,Lachlan MacBean,PhD Student,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Lachlan_MacBean,MacBean,Lachlan,"MacBean, L","MacBean, Lachlan"
College of Medicine and Health,Medicine and Health,Ailsa MacCalman,PhD Student,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Ailsa_MacCalman,MacCalman,Ailsa,"MacCalman, A","MacCalman, Ailsa"
College of Medicine and Health,Medicine and Health,Elliot Mahoney,PhD Student,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Elliot_Mahoney,Mahoney,Elliot,"Mahoney, E","Mahoney, Elliot"
College of Medicine and Health,Medicine and Health,Annelie Maskell,PhD student,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Annelie_Maskell,Maskell,Annelie,"Maskell, A","Maskell, Annelie"
College of Medicine and Health,Medicine and Health,Hazem Mathkour,PhD Student,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Hazem_Mathkour,Mathkour,Hazem,"Mathkour, H","Mathkour, Hazem"
College of Medicine and Health,Medicine and Health,Nur Farah Meor Azlan,PhD Student,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=NurFarahMeorAzlan,Azlan,Nur,"Azlan, N","Azlan, Nur"
College of Medicine and Health,Medicine and Health,James Moran,Postgraduate Researcher,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=James_Moran,Moran,James,"Moran, J","Moran, James"
College of Medicine and Health,Medicine and Health,Abdullah Mubarky,MPhil/PhD PGR  Student,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Abdullah_Mubarky,Mubarky,Abdullah,"Mubarky, A","Mubarky, Abdullah"
College of Medicine and Health,Medicine and Health,Laura Murray,PhD student,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=laura_murray,Murray,Laura,"Murray, L","Murray, Laura"
College of Medicine and Health,Medicine and Health,Miriam Noonan,PhD student,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Miriam_Noonan,Noonan,Miriam,"Noonan, M","Noonan, Miriam"
College of Medicine and Health,Medicine and Health,Shokraneh Oftadeh-Moghadam,,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Shokraneh_Oftadeh-Moghadam,Oftadeh-Moghadam,Shokraneh,"Oftadeh-Moghadam, S","Oftadeh-Moghadam, Shokraneh"
College of Medicine and Health,Medicine and Health,Kitty Parker,PenARC PhD Student,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Kitty_Parker,Parker,Kitty,"Parker, K","Parker, Kitty"
College of Medicine and Health,Medicine and Health,Katie Partridge,PhD Student,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Katie_Partridge,Partridge,Katie,"Partridge, K","Partridge, Katie"
College of Medicine and Health,Medicine and Health,Cara Patel,PhD student,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=cara_patel,Patel,Cara,"Patel, C","Patel, Cara"
College of Medicine and Health,Medicine and Health,Janou Roubroeks,PhD student,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Janou_Roubroeks,Roubroeks,Janou,"Roubroeks, J","Roubroeks, Janou"
College of Medicine and Health,Medicine and Health,Saleh Shekari,PhD Student in Reproductive Genetics (QUEX Research Programme),https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Saleh_Shekari,Shekari,Saleh,"Shekari, S","Shekari, Saleh"
College of Medicine and Health,Medicine and Health,Luke Slade,PGR student,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Luke_Slade,Slade,Luke,"Slade, L","Slade, Luke"
College of Medicine and Health,Medicine and Health,Alex Smalley,PhD Researcher,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Alexander_Smalley,Smalley,Alex,"Smalley, A","Smalley, Alex"
College of Medicine and Health,Medicine and Health,Luke Talbot,PhD student,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=luke_talbot,Talbot,Luke,"Talbot, L","Talbot, Luke"
College of Medicine and Health,Medicine and Health,Aneesah Turais,PhD Student,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Aneesah_Turais,Turais,Aneesah,"Turais, A","Turais, Aneesah"
College of Medicine and Health,Medicine and Health,Miguel Vasconcelos Da Silva,PhD Student,https://medicine.exeter.ac.uk/people/profile/index.php?web_id=Miguel_Vasconcelos,Silva,Miguel,"Silva, M","Silva, Miguel"
